fichier,type_page1,faisabilite,detail
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/E_12.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Didot -') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=865, image_area_ratio=0.00, n_outliers_top=21"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/F_01.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Abords du boulevard Périphérique') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1126, image_area_ratio=0.00, n_outliers_top=8"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/F_02.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.7pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Petite    Cein') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2580, image_area_ratio=0.00, n_outliers_top=18"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/F_03_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2512, image_area_ratio=0.00, n_outliers_top=17"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/F_04_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1834, image_area_ratio=0.00, n_outliers_top=15"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/F_05_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-60') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1829, image_area_ratio=0.00, n_outliers_top=23"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/F_06.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=709, image_area_ratio=0.00, n_outliers_top=11"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/F_07.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 30%') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1963, image_area_ratio=0.00, n_outliers_top=8"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/F_08.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 50%') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2149, image_area_ratio=0.00, n_outliers_top=9"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/F_09_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1744, image_area_ratio=0.00, n_outliers_top=20"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/F_10.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1890, image_area_ratio=0.00, n_outliers_top=17"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/F_11.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 14-21') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2740, image_area_ratio=0.00, n_outliers_top=17"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/F_12.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 14-12') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1621, image_area_ratio=0.00, n_outliers_top=22"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/F_13.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=209
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/G_01.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'P 18-45') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1513, image_area_ratio=0.00, n_outliers_top=10"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/G_02.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.7pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Petite    Ceinture') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2386, image_area_ratio=0.00, n_outliers_top=17"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/G_03.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2652, image_area_ratio=0.00, n_outliers_top=10"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/G_04.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 9-3') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2303, image_area_ratio=0.00, n_outliers_top=16"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/G_05.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2257, image_area_ratio=0.00, n_outliers_top=20"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/G_06_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 60-60') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2388, image_area_ratio=0.00, n_outliers_top=19"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/G_07.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'P 1-3') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1511, image_area_ratio=0.00, n_outliers_top=7"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/G_08.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2560, image_area_ratio=0.00, n_outliers_top=15"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/G_09.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1417, image_area_ratio=0.00, n_outliers_top=13"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/G_10_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1254, image_area_ratio=0.00, n_outliers_top=13"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/G_11.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 13-8') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1655, image_area_ratio=0.00, n_outliers_top=13"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/G_12_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 14-16') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1609, image_area_ratio=0.00, n_outliers_top=12"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/G_13_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 14-17') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=446, image_area_ratio=0.00, n_outliers_top=21"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/H_01.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'P 18-45') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=877, image_area_ratio=0.00, n_outliers_top=10"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/H_02.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'S 18-1') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2232, image_area_ratio=0.00, n_outliers_top=20"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/H_03.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2325, image_area_ratio=0.00, n_outliers_top=19"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/H_04.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (7.9pt vs médiane 4.3pt) détecté en haut de page (candidat: '9-03') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1917, image_area_ratio=0.00, n_outliers_top=13"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/H_05.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2438, image_area_ratio=0.00, n_outliers_top=19"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/H_06.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=3163, image_area_ratio=0.00, n_outliers_top=16"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/H_07.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Les Halles') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2630, image_area_ratio=0.00, n_outliers_top=11"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/H_08_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Hôtel-Dieu') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2122, image_area_ratio=0.00, n_outliers_top=15"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/H_09.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1945, image_area_ratio=0.00, n_outliers_top=9"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/H_10_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'ESPCI Pierre Brossolette') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1923, image_area_ratio=0.00, n_outliers_top=22"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/H_11.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 13-8') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1704, image_area_ratio=0.00, n_outliers_top=19"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/H_12_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 13-2') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2618, image_area_ratio=0.00, n_outliers_top=21"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/H_13.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Ceinture') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=790, image_area_ratio=0.00, n_outliers_top=10"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/I_01.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: '50m') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=658, image_area_ratio=0.00, n_outliers_top=13"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/I_02.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Paris Nord - Est') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1301, image_area_ratio=0.00, n_outliers_top=17"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/I_03.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'BRS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1476, image_area_ratio=0.00, n_outliers_top=11"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/I_04_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'N 10-51') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1471, image_area_ratio=0.00, n_outliers_top=19"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/I_05.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'A 10-2') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1820, image_area_ratio=0.00, n_outliers_top=13"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/I_06.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (7.9pt vs médiane 4.3pt) détecté en haut de page (candidat: '11-03') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2229, image_area_ratio=0.00, n_outliers_top=8"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/I_07.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2643, image_area_ratio=0.00, n_outliers_top=11"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/I_08.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Feuille I-08') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1844, image_area_ratio=0.00, n_outliers_top=6"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/I_09.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 12-6') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=615, image_area_ratio=0.00, n_outliers_top=12"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/I_10.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'PARIS') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1005, image_area_ratio=0.00, n_outliers_top=22"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/I_11.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'PARIS') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1889, image_area_ratio=0.00, n_outliers_top=12"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/I_12.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'BRS 100-1') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1917, image_area_ratio=0.00, n_outliers_top=18"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/I_13.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Petite') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=872, image_area_ratio=0.00, n_outliers_top=17"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/J_01.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: '50m') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=803, image_area_ratio=0.00, n_outliers_top=15"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/J_02.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Petite Ceinture') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1565, image_area_ratio=0.00, n_outliers_top=11"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/J_03.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'BRS 100-60') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1751, image_area_ratio=0.00, n_outliers_top=9"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/J_04.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'BRS 30-30') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1585, image_area_ratio=0.00, n_outliers_top=17"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/J_05.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 10-1') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2432, image_area_ratio=0.00, n_outliers_top=13"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/J_06_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2043, image_area_ratio=0.00, n_outliers_top=12"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/J_07.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2134, image_area_ratio=0.00, n_outliers_top=12"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/J_08.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2291, image_area_ratio=0.00, n_outliers_top=10"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/J_09.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 12-6') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1625, image_area_ratio=0.00, n_outliers_top=13"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/J_10.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Gare de Lyon') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=965, image_area_ratio=0.00, n_outliers_top=19"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/J_11.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'PARIS') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1722, image_area_ratio=0.00, n_outliers_top=16"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/J_12.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Masséna') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1775, image_area_ratio=0.00, n_outliers_top=25"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/J_13.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=279
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/K_01.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=383
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/K_02.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Abords du boulevard Périphérique') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=519, image_area_ratio=0.00, n_outliers_top=12"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/K_03.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'etite') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1669, image_area_ratio=0.00, n_outliers_top=15"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/K_04.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 19-2') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2371, image_area_ratio=0.00, n_outliers_top=13"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/K_05_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 20-2') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2462, image_area_ratio=0.00, n_outliers_top=20"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/K_06_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'einture') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2344, image_area_ratio=0.00, n_outliers_top=16"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/K_07_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1753, image_area_ratio=0.00, n_outliers_top=11"
